dataset	data_type	model_type	ext_comp	alg	sec_add_var	sec_alg	predictor	rep	fold	auroc	sensitivity	specificity	selection	included_in_training	primary_model
mags-distal	mag-based	feature-strat	FALSE	rf	fit	log_reg	primary_prob	Repeat07	Fold5	0.5746434937611409	0.2878787878787879	0.7352941176470589	all	internal	rf_mags-distal
mags-distal	mag-based	feature-strat	FALSE	rf	fit	log_reg	primary_prob	Repeat08	Fold1	0.5785953177257526	0.7076923076923077	0.4057971014492754	all	internal	rf_mags-distal
mags-distal	mag-based	feature-strat	FALSE	rf	fit	log_reg	primary_prob	Repeat08	Fold2	0.582753200089827	0.8688524590163934	0.1506849315068493	all	internal	rf_mags-distal
mags-distal	mag-based	feature-strat	FALSE	rf	fit	log_reg	primary_prob	Repeat08	Fold3	0.5444444444444444	0.8518518518518519	0.15	all	internal	rf_mags-distal
mags-distal	mag-based	feature-strat	FALSE	rf	fit	log_reg	primary_prob	Repeat08	Fold4	0.6191756272401434	0.6451612903225806	0.625	all	internal	rf_mags-distal
mags-distal	mag-based	feature-strat	FALSE	rf	fit	log_reg	primary_prob	Repeat08	Fold5	0.5953654188948306	0.47058823529411764	0.6212121212121212	all	internal	rf_mags-distal
mags-distal	mag-based	feature-strat	FALSE	rf	fit	log_reg	primary_prob	Repeat09	Fold1	0.5507344632768362	0.1694915254237288	0.8933333333333333	all	internal	rf_mags-distal
mags-distal	mag-based	feature-strat	FALSE	rf	fit	log_reg	primary_prob	Repeat09	Fold2	0.5850402761795167	0.6545454545454545	0.4810126582278481	all	internal	rf_mags-distal
mags-distal	mag-based	feature-strat	FALSE	rf	fit	log_reg	primary_prob	Repeat09	Fold3	0.5762407365820794	0.9315068493150684	0.13114754098360656	all	internal	rf_mags-distal
mags-distal	mag-based	feature-strat	FALSE	rf	fit	log_reg	primary_prob	Repeat09	Fold4	0.6801270417422868	0.6896551724137931	0.5789473684210527	all	internal	rf_mags-distal
mags-distal	mag-based	feature-strat	FALSE	rf	fit	log_reg	primary_prob	Repeat09	Fold5	0.557190635451505	0.9230769230769231	0.17391304347826086	all	internal	rf_mags-distal
mags-distal	mag-based	feature-strat	FALSE	rf	fit	log_reg	primary_prob	Repeat10	Fold1	0.4992090395480226	0.6610169491525424	0.37333333333333335	all	internal	rf_mags-distal
mags-distal	mag-based	feature-strat	FALSE	rf	fit	log_reg	primary_prob	Repeat10	Fold2	0.5817736185383244	0.6176470588235294	0.4696969696969697	all	internal	rf_mags-distal
mags-distal	mag-based	feature-strat	FALSE	rf	fit	log_reg	primary_prob	Repeat10	Fold3	0.49608763693270735	0.873015873015873	0.14084507042253522	all	internal	rf_mags-distal
mags-distal	mag-based	feature-strat	FALSE	rf	fit	log_reg	primary_prob	Repeat10	Fold4	0.6246367091437514	0.7619047619047619	0.38028169014084506	all	internal	rf_mags-distal
mags-distal	mag-based	feature-strat	FALSE	rf	fit	log_reg	primary_prob	Repeat10	Fold5	0.6511733880154933	0.17543859649122806	0.922077922077922	all	internal	rf_mags-distal
mags-distal	mag-based	feature-strat	FALSE	rf	fit	log_reg	primary_prob	Repeat11	Fold1	0.5577580314422419	0.948051948051948	0.12280701754385964	all	internal	rf_mags-distal
mags-distal	mag-based	feature-strat	FALSE	rf	fit	log_reg	primary_prob	Repeat11	Fold2	0.5869369369369369	0.4666666666666667	0.6486486486486487	all	internal	rf_mags-distal
mags-distal	mag-based	feature-strat	FALSE	rf	fit	log_reg	primary_prob	Repeat11	Fold3	0.6153846153846154	0.9285714285714286	0.15384615384615385	all	internal	rf_mags-distal
mags-distal	mag-based	feature-strat	FALSE	rf	fit	log_reg	primary_prob	Repeat11	Fold4	0.5816303615540085	0.7213114754098361	0.3698630136986301	all	internal	rf_mags-distal
mags-distal	mag-based	feature-strat	FALSE	rf	fit	log_reg	primary_prob	Repeat11	Fold5	0.6460622710622711	0.6964285714285714	0.5769230769230769	all	internal	rf_mags-distal
mags-distal	mag-based	feature-strat	FALSE	rf	fit	log_reg	primary_prob	Repeat12	Fold1	0.5972382048331415	0.9454545454545454	0.12658227848101267	all	internal	rf_mags-distal
mags-distal	mag-based	feature-strat	FALSE	rf	fit	log_reg	primary_prob	Repeat12	Fold2	0.6414039794321484	0.6666666666666666	0.5492957746478874	all	internal	rf_mags-distal
mags-distal	mag-based	feature-strat	FALSE	rf	fit	log_reg	primary_prob	Repeat12	Fold3	0.5475446428571429	0.828125	0.18571428571428572	all	internal	rf_mags-distal
mags-distal	mag-based	feature-strat	FALSE	rf	fit	log_reg	primary_prob	Repeat12	Fold4	0.60897583429229	0.9272727272727272	0.0759493670886076	all	internal	rf_mags-distal
mags-distal	mag-based	feature-strat	FALSE	rf	fit	log_reg	primary_prob	Repeat12	Fold5	0.5937570177408489	0.6712328767123288	0.4262295081967213	all	internal	rf_mags-distal
mags-distal	mag-based	feature-strat	FALSE	rf	fit	log_reg	primary_prob	Repeat13	Fold1	0.6147321428571428	0.78125	0.44285714285714284	all	internal	rf_mags-distal
mags-distal	mag-based	feature-strat	FALSE	rf	fit	log_reg	primary_prob	Repeat13	Fold2	0.5652852049910874	0.9411764705882353	0.21212121212121213	all	internal	rf_mags-distal
mags-distal	mag-based	feature-strat	FALSE	rf	fit	log_reg	primary_prob	Repeat13	Fold3	0.5987696514012303	0.40350877192982454	0.6753246753246753	all	internal	rf_mags-distal
mags-distal	mag-based	feature-strat	FALSE	rf	fit	log_reg	primary_prob	Repeat13	Fold4	0.5751178980462609	0.6065573770491803	0.410958904109589	all	internal	rf_mags-distal
mags-distal	mag-based	feature-strat	FALSE	rf	fit	log_reg	primary_prob	Repeat13	Fold5	0.5725225225225226	0.8666666666666667	0.17567567567567569	all	internal	rf_mags-distal
mags-distal	mag-based	feature-strat	FALSE	rf	fit	log_reg	primary_prob	Repeat14	Fold1	0.5969251336898396	0.7424242424242424	0.35294117647058826	all	internal	rf_mags-distal
mags-distal	mag-based	feature-strat	FALSE	rf	fit	log_reg	primary_prob	Repeat14	Fold2	0.5448245025709815	0.8169014084507042	0.23809523809523808	all	internal	rf_mags-distal
mags-distal	mag-based	feature-strat	FALSE	rf	fit	log_reg	primary_prob	Repeat14	Fold3	0.5960968379446641	0.5869565217391305	0.5	all	internal	rf_mags-distal
mags-distal	mag-based	feature-strat	FALSE	rf	fit	log_reg	primary_prob	Repeat14	Fold4	0.563009550430934	0.6981132075471698	0.43209876543209874	all	internal	rf_mags-distal
mags-distal	mag-based	feature-strat	FALSE	rf	fit	log_reg	primary_prob	Repeat14	Fold5	0.5995495495495495	0.5405405405405406	0.6	all	internal	rf_mags-distal
mags-distal	mag-based	feature-strat	FALSE	rf	fit	log_reg	primary_prob	Repeat15	Fold1	0.5291889483065954	0.8939393939393939	0.16176470588235295	all	internal	rf_mags-distal
mags-distal	mag-based	feature-strat	FALSE	rf	fit	log_reg	primary_prob	Repeat15	Fold2	0.5319196428571429	0.5714285714285714	0.46875	all	internal	rf_mags-distal
mags-distal	mag-based	feature-strat	FALSE	rf	fit	log_reg	primary_prob	Repeat15	Fold3	0.5733333333333334	0.1016949152542373	0.9066666666666666	all	internal	rf_mags-distal
mags-distal	mag-based	feature-strat	FALSE	rf	fit	log_reg	primary_prob	Repeat15	Fold4	0.5538983050847458	0.9152542372881356	0.12	all	internal	rf_mags-distal
mags-distal	mag-based	feature-strat	FALSE	rf	fit	log_reg	primary_prob	Repeat15	Fold5	0.6620879120879121	0.7678571428571429	0.3974358974358974	all	internal	rf_mags-distal
mags-distal	mag-based	feature-strat	FALSE	rf	fit	log_reg	primary_prob	Repeat16	Fold1	0.6064659977703456	0	0.9855072463768116	all	internal	rf_mags-distal
mags-distal	mag-based	feature-strat	FALSE	rf	fit	log_reg	primary_prob	Repeat16	Fold2	0.5600446428571428	0.734375	0.35714285714285715	all	internal	rf_mags-distal
mags-distal	mag-based	feature-strat	FALSE	rf	fit	log_reg	primary_prob	Repeat16	Fold3	0.6018079096045198	0.864406779661017	0.22666666666666666	all	internal	rf_mags-distal
mags-distal	mag-based	feature-strat	FALSE	rf	fit	log_reg	primary_prob	Repeat16	Fold4	0.5583333333333333	0.95	0.13513513513513514	all	internal	rf_mags-distal
mags-distal	mag-based	feature-strat	FALSE	rf	fit	log_reg	primary_prob	Repeat16	Fold5	0.5833333333333334	0.4838709677419355	0.6111111111111112	all	internal	rf_mags-distal
mags-distal	mag-based	feature-strat	FALSE	rf	fit	log_reg	primary_prob	Repeat17	Fold1	0.6979910714285714	0.71875	0.5285714285714286	all	internal	rf_mags-distal
mags-distal	mag-based	feature-strat	FALSE	rf	fit	log_reg	primary_prob	Repeat17	Fold2	0.514519056261343	0.7241379310344828	0.27631578947368424	all	internal	rf_mags-distal
mags-distal	mag-based	feature-strat	FALSE	rf	fit	log_reg	primary_prob	Repeat17	Fold3	0.5302118171683389	0.4461538461538462	0.5362318840579711	all	internal	rf_mags-distal
mags-distal	mag-based	feature-strat	FALSE	rf	fit	log_reg	primary_prob	Repeat17	Fold4	0.6245050081528069	0.7358490566037735	0.41975308641975306	all	internal	rf_mags-distal
mags-distal	mag-based	feature-strat	FALSE	rf	fit	log_reg	primary_prob	Repeat17	Fold5	0.5939732142857143	0.9714285714285714	0.09375	all	internal	rf_mags-distal
mags-distal	mag-based	feature-strat	FALSE	rf	fit	log_reg	primary_prob	Repeat18	Fold1	0.5968784838350056	0.5384615384615384	0.6231884057971014	all	internal	rf_mags-distal
mags-distal	mag-based	feature-strat	FALSE	rf	fit	log_reg	primary_prob	Repeat18	Fold2	0.5443773753632908	0.8732394366197183	0.15873015873015872	all	internal	rf_mags-distal
mags-distal	mag-based	feature-strat	FALSE	rf	fit	log_reg	primary_prob	Repeat18	Fold3	0.5457875457875457	0.8571428571428571	0.2564102564102564	all	internal	rf_mags-distal
mags-distal	mag-based	feature-strat	FALSE	rf	fit	log_reg	primary_prob	Repeat18	Fold4	0.6676497277676952	0.5689655172413793	0.6447368421052632	all	internal	rf_mags-distal
mags-distal	mag-based	feature-strat	FALSE	rf	fit	log_reg	primary_prob	Repeat18	Fold5	0.6283783783783784	0.9166666666666666	0.17567567567567569	all	internal	rf_mags-distal
mags-distal	mag-based	feature-strat	FALSE	rf	fit	log_reg	primary_prob	Repeat19	Fold1	0.6179298010283926	0.6666666666666666	0.5070422535211268	all	internal	rf_mags-distal
mags-distal	mag-based	feature-strat	FALSE	rf	fit	log_reg	primary_prob	Repeat19	Fold2	0.5877369007803791	0.8840579710144928	0.2	all	internal	rf_mags-distal
mags-distal	mag-based	feature-strat	FALSE	rf	fit	log_reg	primary_prob	Repeat19	Fold3	0.5179661016949153	0.6101694915254238	0.3466666666666667	all	internal	rf_mags-distal
mags-distal	mag-based	feature-strat	FALSE	rf	fit	log_reg	primary_prob	Repeat19	Fold4	0.6366494498091174	0.04918032786885246	0.9863013698630136	all	internal	rf_mags-distal
mags-distal	mag-based	feature-strat	FALSE	rf	fit	log_reg	primary_prob	Repeat19	Fold5	0.6039019963702359	0.896551724137931	0.14473684210526316	all	internal	rf_mags-distal
mags-distal	mag-based	feature-strat	FALSE	rf	fit	log_reg	primary_prob	Repeat20	Fold1	0.5908482142857143	0.84375	0.2571428571428571	all	internal	rf_mags-distal
mags-distal	mag-based	feature-strat	FALSE	rf	fit	log_reg	primary_prob	Repeat20	Fold2	0.6302257992398838	0.12698412698412698	0.9295774647887324	all	internal	rf_mags-distal
mags-distal	mag-based	feature-strat	FALSE	rf	fit	log_reg	primary_prob	Repeat20	Fold3	0.6015765765765766	0.5833333333333334	0.5945945945945946	all	internal	rf_mags-distal
mags-distal	mag-based	feature-strat	FALSE	rf	fit	log_reg	primary_prob	Repeat20	Fold4	0.5498327759197325	0.9076923076923077	0.14492753623188406	all	internal	rf_mags-distal
mags-distal	mag-based	feature-strat	FALSE	rf	fit	log_reg	primary_prob	Repeat20	Fold5	0.5662431941923776	0.5172413793103449	0.5263157894736842	all	internal	rf_mags-distal
mags-FIT-high	mag-based	feature-strat	FALSE	rf	fit	log_reg	primary_prob	Repeat01	Fold1	0.6911764705882353	0.8235294117647058	0.5	all	internal	rf_mags-FIT-high
mags-FIT-high	mag-based	feature-strat	FALSE	rf	fit	log_reg	primary_prob	Repeat01	Fold2	0.7015151515151515	0.8333333333333334	0.36363636363636365	all	internal	rf_mags-FIT-high
mags-FIT-high	mag-based	feature-strat	FALSE	rf	fit	log_reg	primary_prob	Repeat01	Fold3	0.6674948240165631	0.9565217391304348	0.11428571428571428	all	internal	rf_mags-FIT-high
mags-FIT-high	mag-based	feature-strat	FALSE	rf	fit	log_reg	primary_prob	Repeat01	Fold4	0.6858757062146893	0.7966101694915254	0.5333333333333333	all	internal	rf_mags-FIT-high
mags-FIT-high	mag-based	feature-strat	FALSE	rf	fit	log_reg	primary_prob	Repeat01	Fold5	0.5541666666666666	0.8727272727272727	0.3125	all	internal	rf_mags-FIT-high
mags-FIT-high	mag-based	feature-strat	FALSE	rf	fit	log_reg	primary_prob	Repeat02	Fold1	0.5932938856015779	0.8153846153846154	0.38461538461538464	all	internal	rf_mags-FIT-high
mags-FIT-high	mag-based	feature-strat	FALSE	rf	fit	log_reg	primary_prob	Repeat02	Fold2	0.5925039872408293	0.8939393939393939	0.3157894736842105	all	internal	rf_mags-FIT-high
mags-FIT-high	mag-based	feature-strat	FALSE	rf	fit	log_reg	primary_prob	Repeat02	Fold3	0.6558265582655827	0.746031746031746	0.4634146341463415	all	internal	rf_mags-FIT-high
mags-FIT-high	mag-based	feature-strat	FALSE	rf	fit	log_reg	primary_prob	Repeat02	Fold4	0.6919557758292032	0.8360655737704918	0.46511627906976744	all	internal	rf_mags-FIT-high
mags-FIT-high	mag-based	feature-strat	FALSE	rf	fit	log_reg	primary_prob	Repeat02	Fold5	0.6531155015197568	0.9107142857142857	0.23404255319148937	all	internal	rf_mags-FIT-high
mags-FIT-high	mag-based	feature-strat	FALSE	rf	fit	log_reg	primary_prob	Repeat03	Fold1	0.7104454685099846	0.8709677419354839	0.40476190476190477	all	internal	rf_mags-FIT-high
mags-FIT-high	mag-based	feature-strat	FALSE	rf	fit	log_reg	primary_prob	Repeat03	Fold2	0.6892870758673275	0.8688524590163934	0.37209302325581395	all	internal	rf_mags-FIT-high
mags-FIT-high	mag-based	feature-strat	FALSE	rf	fit	log_reg	primary_prob	Repeat03	Fold3	0.5575286718460969	0.9215686274509803	0.16981132075471697	all	internal	rf_mags-FIT-high
mags-FIT-high	mag-based	feature-strat	FALSE	rf	fit	log_reg	primary_prob	Repeat03	Fold4	0.6730687153222364	0.9436619718309859	0.12121212121212122	all	internal	rf_mags-FIT-high
mags-FIT-high	mag-based	feature-strat	FALSE	rf	fit	log_reg	primary_prob	Repeat03	Fold5	0.6678951678951679	0.3939393939393939	0.7567567567567568	all	internal	rf_mags-FIT-high
mags-FIT-high	mag-based	feature-strat	FALSE	rf	fit	log_reg	primary_prob	Repeat04	Fold1	0.7424430641821946	0.6521739130434783	0.6857142857142857	all	internal	rf_mags-FIT-high
mags-FIT-high	mag-based	feature-strat	FALSE	rf	fit	log_reg	primary_prob	Repeat04	Fold2	0.6565001906214258	0.9180327868852459	0.16279069767441862	all	internal	rf_mags-FIT-high
mags-FIT-high	mag-based	feature-strat	FALSE	rf	fit	log_reg	primary_prob	Repeat04	Fold3	0.6248548199767712	0.6349206349206349	0.5609756097560976	all	internal	rf_mags-FIT-high
mags-FIT-high	mag-based	feature-strat	FALSE	rf	fit	log_reg	primary_prob	Repeat04	Fold4	0.6125925925925926	0.7222222222222222	0.48	all	internal	rf_mags-FIT-high
mags-FIT-high	mag-based	feature-strat	FALSE	rf	fit	log_reg	primary_prob	Repeat04	Fold5	0.5717147435897436	0.9375	0.15384615384615385	all	internal	rf_mags-FIT-high
mags-FIT-high	mag-based	feature-strat	FALSE	rf	fit	log_reg	primary_prob	Repeat05	Fold1	0.6365327380952381	0.6964285714285714	0.4791666666666667	all	internal	rf_mags-FIT-high
mags-FIT-high	mag-based	feature-strat	FALSE	rf	fit	log_reg	primary_prob	Repeat05	Fold2	0.6805184902783072	0.6229508196721312	0.6744186046511628	all	internal	rf_mags-FIT-high
mags-FIT-high	mag-based	feature-strat	FALSE	rf	fit	log_reg	primary_prob	Repeat05	Fold3	0.6725838264299803	0.9230769230769231	0.4358974358974359	all	internal	rf_mags-FIT-high
mags-FIT-high	mag-based	feature-strat	FALSE	rf	fit	log_reg	primary_prob	Repeat05	Fold4	0.7061556329849012	0.873015873015873	0.3170731707317073	all	internal	rf_mags-FIT-high
mags-FIT-high	mag-based	feature-strat	FALSE	rf	fit	log_reg	primary_prob	Repeat05	Fold5	0.6416871416871417	0.8181818181818182	0.43243243243243246	all	internal	rf_mags-FIT-high
mags-FIT-high	mag-based	feature-strat	FALSE	rf	fit	log_reg	primary_prob	Repeat06	Fold1	0.6068580542264753	0.7424242424242424	0.4473684210526316	all	internal	rf_mags-FIT-high
mags-FIT-high	mag-based	feature-strat	FALSE	rf	fit	log_reg	primary_prob	Repeat06	Fold2	0.6393939393939394	0.7333333333333333	0.4772727272727273	all	internal	rf_mags-FIT-high
mags-FIT-high	mag-based	feature-strat	FALSE	rf	fit	log_reg	primary_prob	Repeat06	Fold3	0.7073534901082493	0.8596491228070176	0.2765957446808511	all	internal	rf_mags-FIT-high
mags-FIT-high	mag-based	feature-strat	FALSE	rf	fit	log_reg	primary_prob	Repeat06	Fold4	0.6385639370713998	0.6567164179104478	0.5945945945945946	all	internal	rf_mags-FIT-high
mags-FIT-high	mag-based	feature-strat	FALSE	rf	fit	log_reg	primary_prob	Repeat06	Fold5	0.6303669008587042	0.9672131147540983	0.047619047619047616	all	internal	rf_mags-FIT-high
mags-FIT-high	mag-based	feature-strat	FALSE	rf	fit	log_reg	primary_prob	Repeat07	Fold1	0.6496378192908883	0.7704918032786885	0.4186046511627907	all	internal	rf_mags-FIT-high
mags-FIT-high	mag-based	feature-strat	FALSE	rf	fit	log_reg	primary_prob	Repeat07	Fold2	0.63203125	0.9375	0.2	all	internal	rf_mags-FIT-high
mags-FIT-high	mag-based	feature-strat	FALSE	rf	fit	log_reg	primary_prob	Repeat07	Fold3	0.6538033395176253	0.6363636363636364	0.6530612244897959	all	internal	rf_mags-FIT-high
mags-FIT-high	mag-based	feature-strat	FALSE	rf	fit	log_reg	primary_prob	Repeat07	Fold4	0.6464869642068051	0.821917808219178	0.3548387096774194	all	internal	rf_mags-FIT-high
mags-FIT-high	mag-based	feature-strat	FALSE	rf	fit	log_reg	primary_prob	Repeat07	Fold5	0.628735632183908	0.8620689655172413	0.26666666666666666	all	internal	rf_mags-FIT-high
mags-FIT-high	mag-based	feature-strat	FALSE	rf	fit	log_reg	primary_prob	Repeat08	Fold1	0.6856368563685636	0.6031746031746031	0.6341463414634146	all	internal	rf_mags-FIT-high
mags-FIT-high	mag-based	feature-strat	FALSE	rf	fit	log_reg	primary_prob	Repeat08	Fold2	0.5587557603686636	0.7741935483870968	0.30952380952380953	all	internal	rf_mags-FIT-high
mags-FIT-high	mag-based	feature-strat	FALSE	rf	fit	log_reg	primary_prob	Repeat08	Fold3	0.6593108788230739	0.9365079365079365	0.2926829268292683	all	internal	rf_mags-FIT-high
mags-FIT-high	mag-based	feature-strat	FALSE	rf	fit	log_reg	primary_prob	Repeat08	Fold4	0.6375	0.8666666666666667	0.29545454545454547	all	internal	rf_mags-FIT-high
mags-FIT-high	mag-based	feature-strat	FALSE	rf	fit	log_reg	primary_prob	Repeat08	Fold5	0.6615079365079365	0.8888888888888888	0.275	all	internal	rf_mags-FIT-high
mags-FIT-high	mag-based	feature-strat	FALSE	rf	fit	log_reg	primary_prob	Repeat09	Fold1	0.5942028985507246	0.9130434782608695	0.17142857142857143	all	internal	rf_mags-FIT-high
mags-FIT-high	mag-based	feature-strat	FALSE	rf	fit	log_reg	primary_prob	Repeat09	Fold2	0.616337591947348	0.7142857142857143	0.4878048780487805	all	internal	rf_mags-FIT-high
mags-FIT-high	mag-based	feature-strat	FALSE	rf	fit	log_reg	primary_prob	Repeat09	Fold3	0.6236385639370714	0.8955223880597015	0.05405405405405406	all	internal	rf_mags-FIT-high
mags-FIT-high	mag-based	feature-strat	FALSE	rf	fit	log_reg	primary_prob	Repeat09	Fold4	0.6737037037037037	0.94	0.2037037037037037	all	internal	rf_mags-FIT-high
mags-FIT-high	mag-based	feature-strat	FALSE	rf	fit	log_reg	primary_prob	Repeat09	Fold5	0.6907946498819827	0.7580645161290323	0.5121951219512195	all	internal	rf_mags-FIT-high
mags-FIT-high	mag-based	feature-strat	FALSE	rf	fit	log_reg	primary_prob	Repeat10	Fold1	0.6430641821946169	0.9855072463768116	0.02857142857142857	all	internal	rf_mags-FIT-high
mags-FIT-high	mag-based	feature-strat	FALSE	rf	fit	log_reg	primary_prob	Repeat10	Fold2	0.6020903322135125	0.7368421052631579	0.48936170212765956	all	internal	rf_mags-FIT-high
mags-FIT-high	mag-based	feature-strat	FALSE	rf	fit	log_reg	primary_prob	Repeat10	Fold3	0.5737514518002322	0.873015873015873	0.12195121951219512	all	internal	rf_mags-FIT-high
mags-FIT-high	mag-based	feature-strat	FALSE	rf	fit	log_reg	primary_prob	Repeat10	Fold4	0.656439393939394	0.85	0.3409090909090909	all	internal	rf_mags-FIT-high
mags-FIT-high	mag-based	feature-strat	FALSE	rf	fit	log_reg	primary_prob	Repeat10	Fold5	0.6557828481510621	0.7419354838709677	0.4878048780487805	all	internal	rf_mags-FIT-high
